Timestamp,Screen_Brightness,Screen_On,RSRP_dBm,Network_Type,WiFi_RSSI,CPU_Freq_Avg_MHz,CPU_Total%,CPU_User%,CPU_Idle%,Load1min,Load5min,Load15min,Wakelock_Count,Temperature_C
2026-01-31 11:57:34,33.7,1,,Wi-Fi,-44,804.0,58.0,26.0,42.0,18.05,17.49,17.06,2.0,38.2
2026-01-31 12:00:38,33.7,1,,Wi-Fi,-44,842.4,58.0,26.0,42.0,17.63,17.51,17.15,2.0,38.4
2026-01-31 12:03:42,33.7,1,,Wi-Fi,-41,770.4,58.0,26.0,42.0,16.71,17.22,17.11,2.0,38.8
2026-01-31 12:06:46,33.7,1,,Wi-Fi,-45,1094.4,59.0,27.0,41.0,18.51,17.87,17.39,2.0,38.5
2026-01-31 12:09:49,33.7,1,,Wi-Fi,-43,753.6,59.0,27.0,41.0,16.43,17.4,17.31,2.0,38.6
2026-01-31 12:12:53,33.7,1,,Wi-Fi,-50,1053.6,58.0,26.0,42.0,18.56,17.75,17.44,2.0,38.7
2026-01-31 12:15:57,33.7,1,,Wi-Fi,-42,909.6,59.0,27.0,41.0,15.27,16.81,17.16,2.0,38.9
2026-01-31 12:19:01,33.7,1,,Wi-Fi,-40,758.4,49.0,28.0,51.0,14.77,16.08,16.83,2.0,38.7
2026-01-31 12:22:04,33.7,1,,Wi-Fi,-43,1020.0,51.0,29.0,49.0,16.16,15.66,16.5,3.0,38.8
2026-01-31 12:25:07,33.7,1,,Wi-Fi,-50,866.4,51.0,28.0,49.0,15.99,15.66,16.33,2.0,38.7
2026-01-31 12:28:12,33.7,1,,Wi-Fi,-49,770.4,48.0,27.0,52.0,14.43,15.03,15.96,2.0,38.8
2026-01-31 12:31:20,33.7,1,,Wi-Fi,-47,943.2,51.0,29.0,49.0,16.15,15.22,15.85,3.0,38.9
2026-01-31 12:34:24,33.7,1,,Wi-Fi,-48,787.2,52.0,30.0,48.0,15.78,15.57,15.88,3.0,39.2
2026-01-31 12:37:29,33.7,1,,Wi-Fi,-46,909.6,50.0,31.0,50.0,14.35,15.3,15.74,2.0,39.2
2026-01-31 12:40:33,33.7,1,,Wi-Fi,-45,835.2,51.0,28.0,49.0,14.5,15.07,15.58,3.0,39.3
2026-01-31 12:43:47,33.7,1,,Wi-Fi,-45,1226.4,50.0,27.0,50.0,15.52,15.21,15.52,2.0,39.7
2026-01-31 12:46:57,33.7,1,,Wi-Fi,-47,804.0,51.0,29.0,49.0,14.45,15.0,15.39,2.0,39.4
2026-01-31 12:50:05,33.7,1,,Wi-Fi,-48,849.6,51.0,28.0,49.0,14.67,14.79,15.24,2.0,39.5
2026-01-31 12:53:19,33.7,1,,Wi-Fi,-47,926.4,50.0,27.0,50.0,16.05,14.98,15.2,2.0,39.7
2026-01-31 12:56:45,33.7,1,,Wi-Fi,-45,804.0,52.0,29.0,48.0,14.2,14.61,15.01,2.0,39.7
2026-01-31 12:59:50,33.7,1,,Wi-Fi,-45,787.2,50.0,28.0,50.0,13.95,14.75,15.02,2.0,39.8
2026-01-31 13:02:55,33.7,1,,Wi-Fi,-47,789.6,50.0,27.0,50.0,13.9,14.41,14.84,2.0,39.8
